Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
indigo-white-cotton-sleeveless-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-white-cotton-sleeveless-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,White Floral Print Over Lap Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1293.png?v=1775053314,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
white-floral-print-over-lap-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,625.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-floral-print-over-lap-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,Green Animal Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1272.png?v=1774769325,1,"",false,,,5424,,,,,,,,,,,,,,'0,,yellow; green,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
green-animal-print-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,2,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,3,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,3,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
green-animal-print-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,540.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,Yellow Animal Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1273.png?v=1774769325,1,"",false,,,5424,,,,,,,,,,,,,,'0,,yellow; green,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
yellow-animal-print-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-animal-print-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,540.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-ikkat-sleeveless-co-ord-set,Yellow Ikkat Sleeveless Co-ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_0939.png?v=1772355308,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
yellow-ikkat-sleeveless-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-ikkat-sleeveless-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-ikkat-sleeveless-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,780.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-ikkat-sleeveless-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
yellow-ikkat-sleeveless-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,Rama Green Floral Print Cotton Frock with Cotton Lining,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/5_f82e3c5c-118f-43b6-8fa6-197d5266ef22.jpg?v=1771596240,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; green; blue,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/7_e41a1df3-26bc-44dc-aebb-f1c8e6bf9803.jpg?v=1771596240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/6_829a2213-b7fa-4018-9088-13827f8e2e66.jpg?v=1771596240,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
penguin-peach-pink-print-cotton-frock-copy,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,Showman Christmas Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/1_6b0f12e0-e4ae-4bf1-baa0-45dd91eb8d7b.jpg?v=1771596240,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; blue,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/2_a4907f4b-7635-4b2a-b8fc-ac9c68c81893.jpg?v=1771596240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
lemon-yellow-monkey-print-cotton-frock-copy,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,White Polka Dot Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Pap_product_shoot_Feb_2026.jpg?v=1771606487,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
abc,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/21.jpg?v=1771606487,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/20_b67773f6-21eb-4f28-b775-5526dcb7360e.jpg?v=1771606487,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,3,deny,manual,600.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,3,deny,manual,650.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
abc,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,680.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-cotton,Indigo Print Cotton Co-ord Set with Sleeves,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/22_0b3e8e93-9b66-4cd8-8a97-0ee72464a5ce.jpg?v=1771596240,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
indigo-print-cotton,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/23_29d8b99f-266e-45b5-b4a4-e1eb95a5c782.jpg?v=1771596240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-cotton,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/24_b94ee083-f9f5-4b52-b7f9-d53b5740c383.jpg?v=1771596240,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-cotton,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-cotton,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-cotton,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-blue-vanaspati-print-cotton-co-ord-set-with-sleeves,Sea Green Vanaspati Print Cotton Co-ord Set with Sleeves,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,3,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/25.jpg?v=1771596240,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years,,,,,,,kg,,,true,,,active
dark-blue-vanaspati-print-cotton-co-ord-set-with-sleeves,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/26_9071d35a-b7b9-4805-b805-c83c92efcfa6.jpg?v=1771596240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-blue-vanaspati-print-cotton-co-ord-set-with-sleeves,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/27_ea0b5e69-831b-4f36-bf9f-76c969a579ab.jpg?v=1771596240,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-blue-vanaspati-print-cotton-co-ord-set-with-sleeves,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,750.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-blue-vanaspati-print-cotton-co-ord-set-with-sleeves,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,Black Balloon Sleeve with Kaath Border,"",Papillon Ethinics,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Cotton Frock,"",true,Size,6-12 motnhs,,,,,,,,,0.0,shopify,4,deny,manual,600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/WhatsAppImage2025-12-22at14.16.48_872c8ca9-8e3c-4c56-b1cd-887ff92f1c34.jpg?v=1766393815,1,"",false,,,5388,,,,,,,,,,,,,,'0,,,,,,,,,,,kg,,,true,,,active
black-balloon-sleeve-with-kaath-border,,,,,,,,,1-2 year,,,,,,,,,0.0,shopify,8,deny,manual,690.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,,,,,,,,,2-3 year,,,,,,,,,0.0,shopify,5,deny,manual,780.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,,,,,,,,,3-4 year,,,,,,,,,0.0,shopify,2,deny,manual,780.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,,,,,,,,,4-5 year,,,,,,,,,0.0,shopify,1,deny,manual,825.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,,,,,,,,,5-6 year,,,,,,,,,0.0,shopify,3,deny,manual,870.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
black-balloon-sleeve-with-kaath-border,,,,,,,,,6-7 year,,,,,,,,,0.0,shopify,2,deny,manual,870.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,White Chikankari Top and Wine Colour Handloom Pant Co-Ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,717.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/White_chikankari_and_wine_co-ord_set.jpg?v=1766134067,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,717.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,717.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,780.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,807.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-chikankari-top-and-wine-colour-handloom-pant-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,807.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
silk-purple-top-and-yellow-pant-co-ord-set,Silk Purple Top And Yellow Pant Co-Ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,"",true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,807.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Silk_purple_and_yellow_co-ord_set.jpg?v=1766134077,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
silk-purple-top-and-yellow-pant-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
silk-purple-top-and-yellow-pant-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,870.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
silk-purple-top-and-yellow-pant-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
silk-purple-top-and-yellow-pant-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,1050.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
silk-purple-top-and-yellow-pant-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,1050.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-silk-frock-red-colour-shoulder-strip,Banarasi Silk Frock Red Colour Shoulder Strip,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Silk Frock,"",true,Size,2-year-3-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,2,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0702/8005/2956/files/Banarasi_red_shoulder_strip_frock.jpg?v=1766134080,1,"",false,,,5424,,,,,,,,,,,,,,'0,,,,2-year-3-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
banarasi-silk-frock-red-colour-shoulder-strip,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,924.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-silk-frock-red-colour-shoulder-strip,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,950.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
banarasi-silk-frock-red-colour-shoulder-strip,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,950.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
