Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
squirrel-print-cotton-co-ord-set,Squirrel Print Cotton Co-ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2266.png?v=1781325039,1,"",false,,,7313,,,,,,,,,,,,,,'0,,red,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
squirrel-print-cotton-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
squirrel-print-cotton-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
squirrel-print-cotton-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
squirrel-print-cotton-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,4,deny,manual,730.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
squirrel-print-cotton-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,760.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
mul-chanderi-sleeveless-co-ord-set,Mul Chanderi Sleeveless Co-ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2280.png?v=1781287772,1,"",false,,,7313,,,,,,,,,,,,,,'0,,yellow,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
mul-chanderi-sleeveless-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,3,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
mul-chanderi-sleeveless-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
mul-chanderi-sleeveless-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,900.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
mul-chanderi-sleeveless-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,950.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
mul-chanderi-sleeveless-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,1050.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,Gingham Print Balloon Sleeves Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2268.png?v=1781324644,1,"",false,,,5424,,,,,,,,,,,,,,'0,,peach-pink; baby-pink,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
gingham-red-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,650.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,2,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
gingham-red-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,Indigo Print Semi Festive Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,580.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2283.png?v=1781288843,1,"",false,,,5424,,,,,,,,,,,,,,'0,,navy,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,620.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,660.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-print-semi-festive-cotton-frock-copy,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,2,deny,manual,740.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,Amsuli Semi Festive Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,580.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2282.png?v=1781288398,1,"",false,,,5424,,,,,,,,,,,,,,'0,,purple,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
amsuli-semi-festive-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,4,deny,manual,580.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,620.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,4,deny,manual,660.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
amsuli-semi-festive-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,2,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-chanderi-sleeveless-co-ord-set,Purple Chanderi Sleeveless Co-ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_2278.png?v=1781287774,1,"",false,,,7313,,,,,,,,,,,,,,'0,,purple,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
purple-chanderi-sleeveless-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-chanderi-sleeveless-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-chanderi-sleeveless-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,950.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-chanderi-sleeveless-co-ord-set,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,950.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-chanderi-sleeveless-co-ord-set,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,950.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,Light Pink Floral Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1359.png?v=1775736873,1,"",false,,,5424,,,,,,,,,,,,,,'0,,baby-pink,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
light-pink-floral-print-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
light-pink-floral-print-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,540.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,Dark pink Animal Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1353.png?v=1775735269,1,"",false,,,5424,,,,,,,,,,,,,,'0,,animal,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
dark-pink-animal-print-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,440.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,525.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dark-pink-animal-print-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,540.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,Crushed White Red Floral Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1356.png?v=1775735267,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; red,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
white-crush-red-floral-print-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-crush-red-floral-print-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,Blue Coller Printed Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1360.png?v=1775735261,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; blue,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
blue-coller-printed-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,2,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,2,deny,manual,780.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
blue-coller-printed-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,Aqua Color Crush Shoulder Patti Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,670.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1357.png?v=1775735469,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; blue,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,670.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,2,deny,manual,670.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,1,deny,manual,670.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,1,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
aqua-color-crush-shoulder-patti-cotton-frock,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,Pink Bird Print Cotton Frock,"",Papillon Ethinics,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Cotton Frock,"",true,Size,6-12-months,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1355.png?v=1775735267,1,"",false,,,5424,,,,,,,,,,,,,,'0,,white; pink,cotton,6-12-months; 1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year; 7-8-year,,,,,,,kg,,,true,,,active
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,1-2-year,,,,,,,,,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,2,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,1,deny,manual,700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,5-6-years,,,,,,,,,0.0,shopify,0,deny,manual,780.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,6-7-year,,,,,,,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
white-multicolor-animal-print-cotton-frock-copy,,,,,,,,,7-8-year,,,,,,,,,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-white-cotton-sleeveless-co-ord-set,Indigo & White Cotton Sleeveless Co-ord Set,"",Papillon Ethinics,Apparel & Accessories > Clothing > Outfit Sets,Co-ord set,cotton,true,Size,1-2-year,product.metafields.shopify.size,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/8005/2956/files/IMG_1294.png?v=1775053913,1,"",false,,,7313,,,,,,,,,,,,,,'0,,,,1-2-year; 2-year-3-year; 3-year-4-year; 4-5-years; 5-6-years; 6-7-year,,,,,,,kg,,,true,,,active
indigo-white-cotton-sleeveless-co-ord-set,,,,,,,,,2-year-3-year,,,,,,,,,0.0,shopify,1,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-white-cotton-sleeveless-co-ord-set,,,,,,,,,3-year-4-year,,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
indigo-white-cotton-sleeveless-co-ord-set,,,,,,,,,4-5-years,,,,,,,,,0.0,shopify,0,deny,manual,690.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
